Compound_ID,Protein_ID,Label
DB06413,Q5RT80,0
DB01221,Q8TCU5,1
DB00810,P06988,0
DB00246,P35348,1
DB03218,P27505,0
DB02418,P62837,1
DB04003,Q46856,0
DB00277,O76074,1
DB00666,O34974,0
DB06702,P08912,1
DB02066,B7JBP8,0
DB01956,P23415,1
DB01700,Q96LB9,0
DB00237,O14764,1
DB01392,Q16539,0
DB00595,P0A7V8,1
DB00593,P00805,0
DB06987,P02788,1
DB07560,P33815,0
DB01718,Q79FX6,1
DB02833,P19827,0
DB12010,P36507,1
DB03319,P23284,0
DB12010,P36897,1
DB03659,P38435,0
DB08056,P06239,1
DB01711,Q8NET8,0
DB00780,Q9UGI5,1
DB08573,Q09470,0
DB08438,Q54873,1
DB08810,O43776,0
DB00805,P21728,1
DB03556,Q9RX51,0
DB00129,P00480,1
DB01212,Q96D53,0
DB03589,P23368,1
DB08544,P02918,0
DB00575,P08913,1
DB08777,P0AFI5,0
DB04880,Q14432,1
DB08010,Q15046,0
DB00408,P35348,1
DB12130,P45314,0
DB08218,P24941,1
DB01947,P33038,0
DB03017,P17900,1
DB03780,F5HGI9,0
DB04315,Q51366,1
DB04639,P43007,0
DB01068,P14867,1
DB07787,P0A3R9,0
DB09213,P46059,1
DB03174,P13830,0
DB03425,Q13002,1
DB03379,Q53547,0
DB01107,P34903,1
DB05414,Q9UL54,0
DB04162,P11998,1
DB07985,P35579,0
DB04531,P12277,0
DB03981,Q9Y663,1
DB03879,P55196,0
DB01179,P07437,1
DB04206,Q9S400,0
DB01595,P18507,1
DB11254,Q99714,0
DB00852,Q9Y2D1,1
DB08666,P20813,0
DB01142,P11229,1
DB01895,P27828,0
DB06218,Q9Y5Y9,1
DB02180,A5HEI4,0
DB07423,P10275,1
DB07507,O00519,0
DB09079,P07948,1
DB04908,Q9N623,0
DB08818,O14594,1
DB09256,O95819,0
DB08689,P0AEG4,1
DB13179,P69923,0
DB00160,Q8IUZ5,1
DB06191,Q9Y266,0
DB03721,P05451,1
DB07044,O14717,0
DB07472,P04585,1
DB08373,P13866,0
DB03389,Q7SIE2,1
DB00766,F5HC79,0
DB08013,P03302,1
DB03731,P00414,0
DB00594,P51168,1
DB06939,Q9X242,0
DB01416,P0AD69,1
DB14533,P31012,0
DB01915,P07097,1
DB02923,Q06432,0
DB09211,P43116,1
DB03757,P35610,0
DB06530,Q9NYK1,1
DB01223,P12821,0
DB03734,P0AES2,1
DB08558,P56194,0
DB08846,Q9Y2D0,1
DB01912,O15399,0
DB01028,P78334,1
DB00714,P23528,0
DB02325,P05893,1
DB04946,P68638,0
DB03855,P39304,1
DB01080,Q15075,0
DB03330,Q04760,1
DB06821,Q9BY66,0
DB03915,P0AB77,1
DB04659,Q99714,0
DB12695,P03886,1
DB04002,P13650,0
DB09283,Q13370,1
DB08706,P30518,0
DB13995,P02792,1
DB01303,Q8III5,0
DB02552,Q9PM68,1
DB03360,O95819,0
DB00925,P07550,1
DB02127,Q38087,0
DB08691,P49759,1
DB01669,P50225,0
DB12569,P30542,1
DB02749,P38038,0
DB00205,P00374,1
DB01656,P57078,0
DB00244,O14920,1
DB04579,P37058,0
DB02059,P00438,1
DB02477,P0C6X7,0
DB01028,Q09470,1
DB01875,Q9KEI9,0
DB08901,P16234,1
DB00347,P07202,0
DB08479,P04818,1
DB06538,P9WPB5,0
DB03156,Q59288,1
DB00706,P23882,0
DB06579,Q16445,1
DB04920,Q8ZKR2,0
DB01142,P50406,1
DB02144,P0A6Y5,0
DB02052,P35869,1
DB07647,P25815,0
DB02870,P00720,1
DB03936,Q9Y5S1,0
DB09130,P02747,1
DB04510,Q8XJ01,0
DB07436,P16753,1
DB07848,P0C0J0,0
DB00349,P47870,1
DB03226,Q9RRU8,0
DB09099,P35346,1
DB13996,P05020,0
DB00277,Q15155,1
DB07291,P33260,0
DB14487,Q86YZ3,1
DB14540,Q9HAB3,0
DB12010,P41743,1
DB04592,P15104,0
DB07746,P50579,1
DB04838,Q9NQS7,0
DB03814,P36405,1
DB13501,P0A017,0
DB14509,P49841,1
DB03910,Q9AIU0,0
DB08558,P08588,1
DB00854,Q9Y5N1,0
DB04948,P34969,1
DB02112,P17612,0
DB11638,P62750,1
DB04241,P07225,0
DB06521,O14920,1
DB03621,Q9Y2Z4,0
DB14001,P05771,1
DB02137,O85361,0
DB04347,Q6GII7,1
DB06595,P08185,0
DB00725,P08172,1
DB07604,P46663,0
DB08653,P84887,1
DB02669,Q6ZZJ1,0
DB01701,P51698,1
DB06174,Q9H598,0
DB08215,P06008,1
DB07102,P00390,0
DB09288,P21554,1
DB03223,P46336,0
DB07918,P00363,1
DB01148,Q84CU3,0
DB00155,Q9ULC6,1
DB08702,Q86VU5,0
DB00237,P47870,1
DB04075,P36871,0
DB07374,P84098,1
DB12161,Q8IIR9,0
DB01183,P41145,1
DB07659,P20594,0
DB00618,P0A7X3,1
DB01747,Q13003,0
DB03353,P22629,1
DB02820,P11387,0
DB09242,Q9Y2I1,1
DB03558,P0A6Q3,0
DB02329,P19992,1
DB02943,P00748,0
DB07019,P56817,1
DB03569,P02679,0
DB12010,P57059,1
DB05855,Q93RD8,0
DB13954,O75469,1
DB08481,P30419,0
DB04784,Q84EX5,1
DB03814,Q32P28,0
DB00753,P18505,1
DB07736,P51686,0
DB08822,P30556,1
DB06971,O14958,0
DB13191,P12277,1
DB03252,P03276,0
DB01692,P04183,1
DB04007,Q06418,0
DB08168,P30405,1
DB08230,P53778,0
DB00555,P47869,1
DB06414,Q15118,0
DB00640,P29274,1
DB04619,Q8IIA4,0
DB00207,Q9UM07,1
DB00936,P43912,0
DB03801,P05020,1
DB02320,A0A0H2Z368,0
DB02342,Q16665,1
DB08414,P41240,0
DB06905,P30153,1
DB00279,O43676,0
DB12020,P33815,1
DB07935,P46734,0
DB00583,Q9H015,1
DB04481,P13073,0
DB08216,P22629,1
DB08149,Q00987,0
DB14508,P29218,1
DB00378,P51957,0
DB00753,Q09470,1
DB04092,Q4U2R8,0
DB08565,P17538,1
DB05959,Q9X5N2,0
DB00248,P14416,1
DB02590,P04798,0
DB00244,P37231,1
DB04642,Q5SKH6,0
DB00898,P42262,1
DB00381,P49585,0
DB04040,P32890,1
DB04065,Q7L0J3,0
DB03461,P00374,1
DB07646,P02746,0
DB00675,Q15125,1
DB04482,P11473,0
DB02494,P61927,1
DB07204,Q72JJ3,0
DB00628,P48169,1
DB01964,P32297,0
DB04141,P16442,1
DB03042,P31946,0
DB01356,P49841,1
DB00341,O15111,0
DB01039,O75469,1
DB02129,P55072,0
DB00408,P08172,1
DB08449,O43617,0
DB01107,P47870,1
DB08507,P41145,0
DB04298,P26663,1
DB08571,Q9H3S4,0
DB00132,O95864,1
DB03590,Q46702,0
DB06195,P24941,1
DB08523,P77390,0
DB02680,P49424,1
DB06887,Q07837,0
DB11181,P11229,1
DB02505,P22314,0
DB01016,O95477,1
DB08353,P37802,0
DB00767,P08173,1
DB00923,P78540,0
DB08659,P00918,1
DB03258,P07451,0
DB01274,P07550,1
DB03825,P9WHE9,0
DB04137,P11124,1
DB07398,O15530,0
DB00391,P07451,1
DB00435,P49228,0
DB03750,P96965,1
DB06802,Q07785,0
DB01221,P29475,1
DB00780,P00692,0
DB02052,P49841,1
DB04293,Q96KG9,0
DB08575,P08473,1
DB14542,B0B3C9,0
DB00540,P50406,1
DB03790,Q15800,0
DB00988,P34969,1
DB08781,Q59976,0
DB08371,P54577,1
DB07947,P0AFL3,0
DB06912,P61626,1
DB06442,Q16873,0
DB04163,Q86XF0,1
DB07003,Q14542,0
DB11093,Q15493,1
DB07607,Q5XXA6,0
DB00336,P06715,1
DB00822,Q14289,0
DB03345,P00720,1
DB13191,P51884,0
DB03082,P00749,1
DB02285,P49019,0
DB04539,P11511,1
DB00229,P09848,0
DB11699,P46098,1
DB02841,Q9A5I5,0
DB00599,P14867,1
DB00836,Q9RVD6,0
DB00698,P0A7R5,1
DB02228,P51648,0
DB03747,O85361,1
DB02706,Q8NEB9,0
DB00201,Q9NP56,1
DB04849,P23946,0
DB12695,Q92598,1
DB00420,O15399,0
DB01791,Q08493,1
DB02170,Q92911,0
DB07588,Q83WG3,1
DB06725,Q9X180,0
DB00142,Q05932,1
DB09014,Q9Y4W6,0
DB08868,Q9H228,1
DB07147,Q9N623,0
DB07254,P54760,1
DB01097,Q5KUI3,0
DB00171,P53041,1
DB08663,P32056,0
DB03799,P0AE18,1
DB01780,P61604,0
DB01645,Q99527,1
DB08755,P07858,0
DB01990,P35398,1
DB08789,P27348,0
DB04385,P0ABF6,1
DB05434,Q6FHJ7,0
DB09130,P02748,1
DB00653,Q93LD7,0
DB00846,P04150,1
DB09071,P21695,0
DB00825,Q08289,1
DB01105,Q16718,0
DB13025,P18089,1
DB07829,P11349,0
DB00543,P18825,1
DB04884,P0AEE5,0
DB14185,P35367,1
DB00206,P26196,0
DB00118,P21964,1
DB01865,Q96SL4,0
DB06196,P30411,1
DB04094,P36955,0
DB03761,P0A884,1
DB02738,Q8N8N7,0
DB03358,P07617,1
DB08448,Q9H853,0
DB04529,P96558,1
DB01677,Q8RJN5,0
DB01185,P10275,1
DB12161,P20815,0
DB06311,P47712,1
DB03156,Q9H306,0
DB01861,Q7Z4J2,1
DB07820,P19827,0
DB01942,Q9X278,1
DB01208,P14902,0
DB01115,Q13936,1
DB07565,P05362,0
DB00139,P13674,1
DB01158,P13000,0
DB05015,Q92769,1
DB06881,P11926,0
DB01593,Q06033,1
DB07906,C0H5H0,0
DB03524,P01556,1
DB01011,Q99584,0
DB06137,P12931,1
DB00829,P0A0Z8,0
DB07348,P84077,1
DB01397,P06241,0
DB09089,Q16558,1
DB03366,P43004,0
DB08652,P84888,1
DB03637,P37059,0
DB05790,P25103,1
DB07805,P35243,0
DB03548,P06971,1
DB01807,Q23022,0
DB14538,P80365,1
DB04722,Q9LCC8,0
DB05913,P10721,1
DB07365,D6R448,0
DB07841,P53611,1
DB03948,P61587,0
DB00118,P17707,1
DB08038,Q04830,0
DB00831,P26447,1
DB14541,O15067,0
DB03222,P06746,1
DB04306,Q15796,0
DB00602,O75311,1
DB00674,P11168,0
DB04314,P07617,1
DB02364,Q72K87,0
DB01221,P06276,1
DB06906,P0AFI5,0
DB05966,P03372,1
DB04260,P22001,0
DB07395,P06737,1
DB03329,P0DOY6,0
DB02637,Q70AC7,1
DB07849,Q9R381,0
DB03344,O43739,1
DB08613,Q81F54,0
DB01708,P18505,1
DB01079,Q9Y5Y4,0
DB00421,P54289,1
DB07336,P36507,0
DB02709,P37231,1
DB01799,P9WFF7,0
DB04089,P00918,1
DB01345,Q8IUR0,0
DB00114,P22557,1
DB03815,Q7B8V4,0
DB00518,F1L7U3,1
DB04133,P09172,0
DB02613,P06971,1
DB07247,P24228,0
DB02681,P12758,1
DB01747,P48068,0
DB08075,P24182,1
DB01291,P35916,0
DB12001,Q00534,1
DB07513,P07333,0
DB00463,P42262,1
DB03677,P21728,0
DB08363,P04637,1
DB03240,P48507,0
DB01107,P31644,1
DB08392,Q9H2S1,0
DB01629,P00441,1
DB03502,P48181,0
DB04807,P31434,1
DB13869,Q99542,0
DB05461,P41595,1
DB02307,O95264,0
DB04772,P00734,1
DB08723,P50607,0
DB00370,P21918,1
DB03737,Q96A70,0
DB00926,P19793,1
DB07303,P39300,0
DB01892,O75469,1
DB00711,P52732,0
DB00150,P23381,1
DB04915,Q05486,0
DB00655,P04278,1
DB04553,Q3J170,0
DB03490,P24941,1
DB01014,P17584,0
DB04485,P0A927,1
DB04574,Q9UPY5,0
DB00334,P08588,1
DB01789,P02747,0
DB02381,P05089,1
DB04525,Q07869,0
DB00396,P41145,1
DB02597,P60903,0
DB09213,P07359,1
DB08502,Q8IY84,0
DB08161,Q7BJM5,1
DB04070,P16471,0
DB01104,P31645,1
DB00476,P9WPP7,0
DB08624,P00734,1
DB07274,P12724,0
DB01442,P21397,1
DB04286,Q8ILE8,0
DB04176,Q05603,1
DB14581,P68133,0
DB03313,Q7CRA4,1
DB08525,O00299,0
DB03461,Q13423,1
DB07920,Q9HBA0,0
DB14489,Q96FI4,1
DB02933,P16152,0
DB07552,P06009,1
DB01856,P0A7Z4,0
DB01011,P00183,1
DB08778,P13661,0
DB09006,P37231,1
DB13615,P46925,0
DB11638,Q8IL80,1
DB00545,P00778,0
DB14487,P04264,1
DB00914,P23368,0
DB11584,P21918,1
DB01329,Q08881,0
DB02550,P07900,1
DB00166,P46859,0
DB09130,P06727,1
DB00246,P49588,0
DB05460,P09211,1
DB02844,P07024,0
DB02325,P00782,1
DB00548,P0DOY9,0
DB12742,Q06609,1
DB03446,P43007,0
DB03891,P43235,1
DB02480,P18848,0
DB06530,Q9NR97,1
DB06825,Q8IC05,0
DB04566,P0A9M2,1
DB12334,Q13555,0
DB00753,P30049,1
DB07245,P12996,0
DB01017,P0A7V8,1
DB08278,P81040,0
DB00231,P47870,1
DB00140,P13612,0
DB04147,Q46704,1
DB02503,O94925,0
DB01435,P35354,1
DB07167,P10276,0
DB00157,P04406,1
DB08658,Q88H32,0
DB02309,P00492,1
DB02007,Q06187,0
DB03661,O34667,1
DB08907,P43026,0
DB00726,P08913,1
DB07094,P01127,0
DB06833,P11474,1
DB01626,P27169,0
DB09229,P35348,1
DB08751,P0A6Q3,0
DB02269,P07477,1
DB07955,P19883,0
DB02379,Q7SI98,1
DB04490,Q92793,0
DB00675,Q02156,1
DB01967,P22894,0
DB11638,Q15637,1
DB04172,Q83QN9,0
DB11148,O60840,1
DB07359,P29317,0
DB03754,P0AFB1,1
DB00325,P62166,0
DB02494,Q59771,1
DB08476,Q9HBL8,0
DB03649,P45568,1
DB04040,P33261,0
DB00908,P35368,1
DB02910,P14621,0
DB01189,P23415,1
DB08733,P04118,0
DB14533,P02671,1
DB07609,P78527,0
DB00514,P13498,1
DB05116,Q55813,0
DB07209,P37231,1
DB00549,P08243,0
DB04846,P08588,1
DB07017,Q02768,0
DB01224,P25100,1
DB00484,Q06432,0
DB07894,P00929,1
DB02008,O35000,0
DB01593,P35527,1
DB04583,P08842,0
DB00303,P0AD65,1
DB08138,P26841,0
DB00836,P35372,1
DB02528,P55792,0
DB03461,P52895,1
DB03908,P36419,0
DB01197,P14780,1
DB08597,Q05315,0
DB02839,P00438,1
DB00388,Q15118,0
DB03796,O76054,1
DB01203,P04406,0
DB08674,P49354,1
DB04442,Q9BXI2,0
DB13146,P42263,1
DB07391,P07686,0
DB08066,P24941,1
DB07506,P16581,0
DB02963,P24941,1
DB04782,Q9WZW1,0
DB03147,P14218,1
DB03350,Q16775,0
DB00436,P00918,1
DB07979,Q9NYV7,0
DB01643,P04818,1
DB02519,O43424,0
DB03864,P48147,1
DB07439,P0DOY7,0
DB04085,P00282,1
DB00306,P04732,0
DB01032,Q9NSA0,1
DB07855,Q4ZHU6,0
DB01241,Q07869,1
DB05265,Q99624,0
DB01183,P03372,1
DB01669,Q9HVJ6,0
DB06134,Q9UQB9,1
DB03759,O43519,0
DB07080,Q15788,1
DB04700,P15954,0
DB04525,P18031,1
DB11614,P43700,0
DB06153,P35348,1
DB01364,O75874,0
DB05381,Q9Y5N1,1
DB02164,Q99808,0
DB01565,O60858,1
DB01038,P28861,0
DB12010,P53355,1
DB07480,Q02817,0
DB02621,Q46220,1
DB03600,Q6FEW8,0
DB00274,P08506,1
DB07629,P96618,0
DB00392,P08172,1
DB08324,Q8IL80,0
DB06694,P08913,1
DB06738,P0AEE5,0
DB00321,Q99720,1
DB03419,Q84II6,0
DB09203,P35368,1
DB04324,Q9X180,0
DB08908,Q04206,1
DB01328,Q99835,0
DB07474,P08069,1
DB08163,Q9BZV3,0
DB00755,P00352,1
DB08231,Q8N339,0
DB01197,P08253,1
DB08475,O75493,0
DB08875,P35968,1
DB02028,Q9Y2K2,0
DB02247,P00811,1
DB12465,Q9EXV5,0
DB02843,P00490,1
DB07099,P12429,0
DB04464,P11349,1
DB01826,P04547,0
DB00292,P18505,1
DB03585,A8DZJ2,0
DB01941,P28702,1
DB02450,P50607,0
DB07729,Q9L5C8,1
DB08240,P01591,0
DB14002,P62714,1
DB08149,Q08881,0
DB00648,P10109,1
DB00408,P06709,0
DB02009,P03366,1
DB04048,Q9ULU8,0
DB01336,P08172,1
DB07025,P0A8Q3,0
DB03152,Q02760,1
DB00654,P0A753,0
DB02942,Q15075,1
DB07507,P28702,0
DB01717,P69441,1
DB05476,P34897,0
DB01992,P09373,1
DB03759,Q16602,0
DB02337,Q93088,1
DB11718,P62330,0
DB09481,O15399,1
DB09101,P0A110,0
DB07859,P49841,1
DB02093,P9WND1,0
DB04238,P07477,1
DB04349,Q8N159,0
DB03541,P00469,1
DB13919,Q86UW8,0
DB04246,P07477,1
DB09212,P39300,0
DB11278,P08588,1
DB03886,P00634,0
DB00900,P00491,1
DB02062,P26196,0
DB00142,Q8N5Z0,1
DB06851,Q9BQE3,0
DB00268,P21917,1
DB04018,P0DP25,0
DB02843,P11217,1
DB07953,P75792,0
DB07053,P37231,1
DB09120,P0A884,0
DB08527,P20248,1
DB02151,Q59192,0
DB04652,P28845,1
DB00918,P09429,0
DB00157,Q96C36,1
DB05943,Q72K87,0
DB00562,P00918,1
DB07543,Q59FW3,0
DB01754,P11309,1
DB03795,P41091,0
DB08091,Q16539,1
DB07407,P15692,0
DB03317,P24474,1
DB12070,P45973,0
DB00130,P15104,1
DB03116,Q9AIU0,0
DB00139,P21912,1
DB06472,Q9BWD1,0
DB00321,Q09470,1
DB01986,P24670,0
DB03945,Q96BH3,1
DB07903,P49069,0
DB05475,O60603,1
DB04807,Q16512,0
DB00849,P48169,1
DB03408,P05181,0
DB00250,P0C0X1,1
DB02365,Q9Y6B6,0
DB00430,P0AD69,1
DB03619,P31949,0
DB12141,Q9UM73,1
DB03451,Q9NWT6,0
DB02047,P23219,1
DB05476,P25098,0
DB01215,P18507,1
DB11575,Q08853,0
DB06468,P19634,1
DB06134,Q9X6R4,0
DB02032,O08498,1
DB09068,Q14978,0
DB03796,P00709,1
DB08416,P31152,0
DB01110,Q9H252,1
DB07344,O43447,0
DB00580,P35354,1
DB08465,P09382,0
DB08773,P03372,1
DB02178,O24990,0
DB00616,P08473,1
DB06789,Q14833,0
DB00426,P04293,1
DB05171,P28222,0
DB02588,P00811,1
DB03298,P39300,0
DB04127,P0A7Z3,1
DB07882,Q08462,0
DB00267,Q8XJ01,1
DB07491,Q5SIR5,0
DB02379,P05618,1
DB01710,O60678,0
DB02428,P04584,1
DB03524,Q8RJN5,0
DB01586,Q96RI1,1
DB05399,O60882,0
DB05667,P15538,1
DB03611,O43776,0
DB00270,Q13698,1
DB02217,P02788,0
DB03576,Q9X266,1
DB03051,Q59560,0
DB12010,Q9UBF8,1
DB08615,P06716,0
DB14481,Q86UW7,1
DB07621,P22513,0
DB01191,P28335,1
DB06874,F5HCU8,0
DB14541,P04150,1
DB08194,P04271,0
DB04310,Q93LE9,1
DB06813,Q8IJ74,0
DB08515,P28072,1
DB01670,P45066,0
DB03435,O94766,1
DB02825,Q05655,0
DB00420,P21917,1
DB08628,P68366,0
DB00332,P20309,1
DB08624,P0AD69,0
DB00534,Q13621,1
DB08787,Q99661,0
DB04501,P00183,1
DB08575,Q13946,0
DB00794,P34903,1
DB06832,Q8GB52,0
DB01144,P43166,1
DB11219,Q8TE23,0
DB11348,P30626,1
DB04095,O14732,0
DB00622,P08172,1
DB04047,P80874,0
DB04908,P21917,1
DB03663,P0A793,0
DB00683,P47869,1
DB03486,P07360,0
DB01393,P48443,1
DB04767,Q9ZAG3,0
DB08872,P54289,1
DB03162,P61432,0
DB07174,P00797,1
DB09079,Q44244,0
DB03461,O75874,1
DB07096,P06881,0
DB03128,P08173,1
DB08515,O60909,0
DB00189,O14764,1
DB04487,P30301,0
DB00540,Q99720,1
DB01597,P22629,0
DB01593,P00751,1
DB08855,Q9ULA0,0
DB00517,P08172,1
DB01222,Q92930,0
DB07698,Q8TF76,1
DB01059,O14756,0
DB03247,O07529,1
DB03260,P36683,0
DB02917,Q9BY41,1
DB03058,Q46856,0
DB09304,P18825,1
DB03639,P32322,0
DB12010,Q8WU08,1
DB07062,P29377,0
DB14068,P08183,1
DB00758,P15880,0
DB00295,Q9Y6Y9,1
DB04734,O92972,0
DB09048,P25103,1
DB08584,P15770,0
DB03536,Q9UBX1,1
DB01777,O31168,0
DB00303,P24228,1
DB04422,P20711,0
DB00114,Q9UGI5,1
DB09075,P25929,0
DB03700,P43133,1
DB04598,Q16644,0
DB02494,Q96L21,1
DB03942,Q9NQS7,0
DB01920,P00722,1
DB01148,P55196,0
DB01819,P0AB91,1
DB14723,P54764,0
DB00248,P34969,1
DB08048,Q32P28,0
DB00909,Q14524,1
DB00433,P17291,0
DB00347,O43497,1
DB02490,Q91CQ6,0
DB02450,Q79MP6,1
DB08007,P04053,0
DB07371,P01857,1
DB03716,Q16678,0
DB14533,P07237,1
DB07169,P0A8X2,0
DB01065,P0DP25,1
DB04044,Q8TDV5,0
DB12140,P05231,1
DB00728,O31465,0
DB00434,P11229,1
DB02680,P18507,0
DB04821,Q05940,1
DB00955,P47712,0
DB07143,P00734,1
DB00611,Q8IKR1,0
DB00514,Q99720,1
DB02315,Q9Y689,0
DB04846,P07550,1
DB03983,O75521,0
DB01593,P02649,1
DB00908,O00222,0
DB06486,O96017,1
DB06494,O69755,0
DB07636,Q9UDW1,1
DB14074,P25815,0
DB04293,P00811,1
DB04107,P21796,0
DB00368,P08588,1
DB05913,P51606,0
DB00577,Q9QNF7,1
DB00163,A8DZJ2,0
DB12924,P0AFI2,1
DB11079,Q4KH25,0
DB08481,P26663,1
DB00239,P37330,0
DB00141,O60513,1
DB00433,P08306,0
DB01942,Q8MU52,1
DB03780,Q96S86,0
DB02325,Q8YWS4,1
DB00486,Q9P2K8,0
DB00157,P51553,1
DB06939,Q7Z2Z2,0
DB02615,P03372,1
DB01137,P95468,0
DB12107,Q9L5C7,1
DB01888,P54583,0
DB08654,P11086,1
DB08095,Q14534,0
DB00157,Q9UDR5,1
DB03250,Q72LA4,0
DB01328,P02918,1
DB08570,P13995,0
DB01728,P08100,1
DB04650,Q8TCT1,0
DB04877,P08183,1
DB00901,P31040,0
DB00627,Q8TDS4,1
DB06830,P09466,0
DB08594,P43235,1
DB04876,Q9BVA1,0
DB12010,O75116,1
DB03982,P29973,0
DB03345,Q04760,1
DB00798,P14770,0
DB04147,P23528,1
DB08576,O14841,0
DB04143,P00929,1
DB07382,P08235,0
DB12742,P08581,1
DB07880,Q53ZE5,0
DB01173,Q8TCU5,1
DB04828,Q9Y600,0
DB00952,P08908,1
DB02679,P36959,0
DB06347,O14965,1
DB00475,Q14520,0
DB07872,P00742,1
DB01905,Q96RR4,0
DB00151,P35520,1
DB07990,Q8IVH4,0
DB01708,O00204,1
DB04891,O95167,0
DB00659,P48169,1
DB00372,P05089,0
DB01254,P06241,1
DB03174,P26447,0
DB02142,Q8ZNF3,1
DB04757,Q9BY32,0
DB05034,P16066,1
DB02135,P60174,0
DB06248,Q9NPC1,1
DB08666,P19404,0
DB00459,P10276,1
DB13746,P0A3D9,0
DB09462,Q03181,1
DB07852,O25927,0
DB00674,P06276,1
DB04334,P00722,0
DB03011,P24289,1
DB04234,P04629,0
DB00162,P05090,1
DB07959,Q5KUI2,0
DB09118,Q8N1C3,1
DB03854,P06493,0
DB03170,P0A6I8,1
DB02317,P04926,0
DB06726,P13945,1
DB08297,Q9NY59,0
DB00621,P10275,1
DB00651,P37700,0
DB04014,P49841,1
DB05087,P0A910,0
DB02943,P08263,1
DB01330,Q746L7,0
DB07862,Q86XF0,1
DB12285,P55809,0
DB02386,P28838,1
DB07810,Q48152,0
DB01028,O00591,1
DB00213,P68871,0
DB01373,P12644,1
DB08124,P13501,0
DB09462,P84077,1
DB04648,Q14721,0
DB04491,P00782,1
DB07051,P03474,0
DB03594,P00918,1
DB08190,P06875,0
DB12965,P02768,1
DB07080,P9WK19,0
DB13983,Q8N1C3,1
DB06853,Q07912,0
DB13988,P34969,1
DB03804,Q46891,0
DB03469,P24474,1
DB03566,P34903,0
DB04224,P02689,1
DB08221,Q9NRE1,0
DB08515,P25786,1
DB00932,Q9L9D7,0
DB02332,P12676,1
DB01893,Q7K9G0,0
DB09089,Q08289,1
DB07461,Q9UJU2,0
DB00292,P48169,1
DB02813,Q5SID9,0
DB13345,Q8WXA8,1
DB08596,Q6GII7,0
DB07655,O14757,1
DB08057,Q9UN76,0
DB03886,P35270,1
DB08475,P31013,0
DB00875,P14416,1
DB03484,P54750,0
DB00555,Q9UN88,1
DB07506,Q9HAZ1,0
DB08154,P04585,1
DB00731,Q6IBS8,0
DB04478,Q00796,1
DB08615,P55196,0
DB08606,P0AF14,1
DB07801,P44783,0
DB03835,P11217,1
DB01761,Q9UF33,0
DB01147,P0AEB3,1
DB00499,Q03393,0
DB07713,P22894,1
DB03933,Q9Y266,0
DB04942,P10276,1
DB02799,P50613,0
DB00630,Q13332,1
DB03289,P0ABQ0,0
DB03081,P07477,1
DB06802,P52961,0
DB02449,P08254,1
DB13269,Q9WYH8,0
DB01189,P48169,1
DB01664,P05019,0
DB08881,P15056,1
DB01727,Q5G940,0
DB03100,P35228,1
DB02950,P07771,0
DB06921,P15086,1
DB08116,P02144,0
DB07892,P04585,1
DB07932,Q9Y5Y4,0
DB01068,P78334,1
DB01747,P07024,0
DB01821,P29474,1
DB07128,Q836J0,0
DB01198,P14867,1
DB11421,P00740,0
DB00780,P21397,1
DB02626,P30968,0
DB01454,P31645,1
DB07558,P0A8Q3,0
DB00129,Q8WY07,1
DB08759,P02818,0
DB01050,P10415,1
DB00794,O60911,0
DB04620,Q05586,1
DB11842,O14727,0
DB00381,P54289,1
DB06401,Q13748,0
DB14488,Q969S2,1
DB00792,O95363,0
DB04725,P09917,1
DB04075,P10599,0
DB00959,P04150,1
DB08743,P31153,0
DB03140,P00811,1
DB07730,Q08209,0
DB09130,Q06830,1
DB09079,P51957,0
DB00720,P12235,1
DB12026,P11226,0
DB01593,O15350,1
DB06233,O95747,0
DB04630,P08235,1
DB09089,P35963,0
DB08646,P29899,1
DB02049,Q16647,0
DB00346,P35348,1
DB11641,P42336,0
DB00755,P10826,1
DB07197,Q96JQ3,0
DB04347,P15474,1
DB06939,P07814,0
DB00277,Q92769,1
DB07739,P36507,0
DB00825,Q01668,1
DB00163,Q13630,0
DB08271,P39900,1
DB08044,P02920,0
DB07092,P27487,1
DB04002,Q92934,0
DB02327,P27696,1
DB03813,P52961,0
DB04265,Q04830,1
DB03313,P20851,0
DB04864,P22303,1
DB07043,Q7RTX0,0
DB02726,Q07412,1
DB01581,Q13546,0
DB00753,P98194,1
DB07686,P54278,0
DB00132,P19793,1
DB02822,P48061,0
DB07014,P49841,1
DB07984,Q8IDV0,0
DB06195,P27361,1
DB07667,Q9F0J6,0
DB04203,P00918,1
DB00805,P21397,1
DB08660,P14218,0
DB01102,P13945,1
DB02239,Q9BVJ7,0
DB04147,P09391,1
DB01127,O75116,0
DB02720,P11217,1
DB00267,Q9KQN0,0
DB07196,P09960,1
DB02686,Q8IDQ9,0
DB04000,P42262,1
DB08645,P23919,0
DB03227,Q9HAN9,1
DB04702,P22637,0
DB01750,P63208,1
DB00550,P27142,0
DB11181,P08912,1
DB04269,Q16515,0
DB03759,P42262,1
DB04460,O14717,0
DB07238,P26663,1
DB14512,Q9NR33,0
DB11582,O14764,1
DB00755,P05156,0
DB00126,Q9NVH6,1
DB06213,O43570,0
DB08753,Q672W7,1
DB00712,P24752,0
DB13983,P48169,1
DB00104,O34714,0
DB04315,Q9X242,1
DB01626,Q8IJT2,0
DB08231,P62330,1
DB12693,P00521,0
DB09130,P02750,1
DB06082,P23677,0
DB00114,Q8IVA8,1
DB00248,Q9HYX1,0
